tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AutoPay,monthly_to_total,tenure_to_total
62,1,2,3,25.8,1563.95,0,1,0.016496691070686402,0.03964321110009911
16,1,0,3,89.45,1430.25,1,1,0.06254151372137738,0.011186855444852298
7,1,0,2,95.6,644.35,1,1,0.14836657096298594,0.010863661053775122
14,1,0,0,25.55,372.45,0,0,0.06859981205530945,0.037588938112498325
60,1,1,1,90.95,5453.4,1,0,0.01667766897715187,0.011002310485201894
34,0,0,1,44.85,1442.6,0,0,0.03108969915430473,0.023568556772494108
50,1,1,1,108.55,5610.7,1,0,0.01934696205464559,0.008911544014115886
38,1,2,3,25.05,963.95,0,1,0.025986825042792674,0.03942113180144198
70,1,1,3,74.1,5222.3,0,1,0.014189150374356125,0.013404055684277043
37,1,0,1,88.8,3340.55,0,0,0.026582448997919502,0.011076020415799793
4,1,0,1,78.85,292.8,1,0,0.26929644808743164,0.01366120218579235
60,1,0,1,93.25,5774.55,0,0,0.016148444467534266,0.010390420032729823
62,1,1,3,71.4,4487.3,0,1,0.015911572660619974,0.013816771778129388
1,1,0,0,44.4,44.4,1,0,1.0,0.022522522522522525
36,1,0,3,79.2,2854.95,0,1,0.02774129144118111,0.012609677927809594
44,1,2,3,20.4,905.55,0,1,0.02252774556899122,0.0485892551488046
55,1,1,1,100.0,5509.3,1,0,0.01815112627738551,0.009983119452562032
72,1,2,3,105.0,7589.8,0,1,0.013834356636538512,0.009486415979340693
12,1,1,2,19.8,229.6,1,1,0.08623693379790941,0.05226480836236934
13,0,0,2,30.85,394.1,0,1,0.07827962446079675,0.032986551636640445
1,1,0,1,89.9,89.9,1,0,1.0,0.011123470522803113
15,1,1,0,20.55,295.95,0,0,0.06943740496705525,0.05068423720223011
65,1,2,2,84.85,5459.2,0,1,0.015542570339976552,0.011906506447831184
12,0,1,3,33.15,444.75,0,1,0.0745362563237774,0.026981450252951095
72,1,2,3,92.0,6782.15,0,1,0.013565019942053775,0.010616102563346433
72,1,2,3,89.8,6510.45,0,1,0.013793209378767981,0.01105914337718591
72,1,2,2,115.8,8476.5,0,1,0.01366129888515307,0.008494071845691028
52,1,2,0,85.15,4461.85,0,0,0.01908401223707655,0.011654358618062013
2,1,0,0,24.85,62.0,0,0,0.40080645161290324,0.03225806451612903
5,1,0,1,64.35,352.65,0,0,0.182475542322416,0.01417836381681554
68,1,2,3,20.5,1424.9,0,1,0.014386974524528036,0.04772264720331251
62,1,1,1,100.15,6413.65,1,0,0.015615133348405356,0.009666882352482597
72,1,2,3,86.05,6309.65,0,1,0.013637840450738155,0.011411092532866325
1,1,0,1,50.8,50.8,1,0,1.0,0.01968503937007874
66,1,1,1,89.0,5898.6,0,0,0.01508832604346794,0.011189095717627912
72,0,2,3,64.8,4719.75,0,1,0.01372954075957413,0.0152550452884157
26,1,1,3,19.8,457.3,0,1,0.04329761644434726,0.05685545593702165
64,1,2,2,93.4,5822.3,0,1,0.016041770434364427,0.010992219569585902
20,1,0,1,73.65,1463.5,1,0,0.05032456440040998,0.013665869490946362
3,1,0,1,95.1,307.4,1,0,0.30936890045543264,0.009759271307742356
22,1,0,3,94.65,2104.55,1,1,0.04497398493739754,0.010453541137060178
4,1,0,0,80.6,319.15,1,0,0.2525458248472505,0.012533291555694815
62,0,2,2,39.0,2337.45,0,1,0.016684848873772702,0.026524631542920705
5,1,0,0,20.5,104.3,0,0,0.1965484180249281,0.04793863854266539
59,1,1,1,85.55,5084.65,1,0,0.016825150206995567,0.011603551866893495
3,1,2,0,26.4,121.25,0,0,0.2177319587628866,0.024742268041237112
72,1,2,2,98.2,7015.9,0,1,0.013996778745421117,0.010262403968129535
57,1,1,3,97.55,5598.0,0,1,0.017425866380850304,0.010182207931404072
66,1,2,3,19.95,1269.1,0,1,0.01571980143408715,0.052005358127807114
60,0,0,1,50.8,3027.4,1,0,0.016780075312149038,0.019818986589152408
45,1,2,2,99.7,4634.35,0,1,0.0215132650749296,0.009710099582465718
3,0,0,3,34.8,113.95,0,1,0.30539710399297937,0.02632733655111891
15,1,0,1,105.1,1582.75,1,0,0.06640341178328858,0.00947717580161112
51,0,1,2,60.15,3077.0,0,1,0.019548261293467664,0.016574585635359115
60,1,1,1,64.75,4039.5,0,0,0.0160292115360812,0.014853323431117713
33,1,0,2,54.65,1665.2,0,1,0.03281888061494115,0.01981743934662503
10,1,0,1,110.1,1043.3,1,0,0.10553052813188919,0.009584970765839165
26,1,1,3,19.3,504.2,0,1,0.0382784609282031,0.05156683855612852
6,1,0,1,83.9,497.55,1,0,0.1686262687167119,0.012059089538739826
67,1,1,1,111.25,7511.65,0,0,0.014810327957239754,0.00891947841020282
49,0,1,3,35.8,1782.0,0,1,0.020089786756453423,0.02749719416386083
1,1,0,0,20.05,20.05,0,0,1.0,0.04987531172069825
7,1,0,1,84.35,609.65,0,0,0.13835807430492905,0.011481997867628968
27,1,1,2,110.5,2857.6,0,1,0.038668812989921614,0.0094484882418813
37,1,1,3,91.2,3247.55,0,1,0.028082708503333283,0.011393204107711967
63,1,0,1,100.55,6215.35,1,0,0.016177689108417062,0.010136195065442815
31,1,0,1,89.3,2823.0,0,0,0.0316330145235565,0.010981225646475381
50,1,0,2,103.85,5017.9,1,1,0.020695908647043584,0.009964327706809622
32,1,0,3,81.1,2619.25,0,1,0.03096306194521332,0.012217237758900448
1,0,0,1,24.6,24.6,1,0,1.0,0.04065040650406504
63,1,1,3,81.2,4965.1,0,1,0.016354151980826168,0.0126885661920203
30,1,0,3,94.3,2679.7,0,1,0.03519050639997015,0.011195283054073218
71,1,2,2,116.1,8310.55,0,1,0.013970194511795249,0.00854335753951303
53,1,2,1,105.55,5682.25,0,0,0.018575388270491443,0.009327291125874434
12,1,0,2,98.9,1120.95,1,1,0.08822873455551095,0.01070520540612873
50,1,0,3,94.4,4914.9,0,1,0.019206901462898534,0.010173146961281004
2,1,0,0,19.5,27.55,0,0,0.7078039927404719,0.07259528130671507
9,1,0,3,98.3,923.5,1,1,0.10644288034650785,0.009745533297238766
17,1,0,1,93.85,1625.65,1,0,0.05773075385230522,0.01045735551933073
56,1,1,3,105.6,6068.65,0,1,0.01740090464930421,0.009227752465540112
67,1,2,3,81.35,5398.6,0,1,0.015068721520394174,0.012410624976845848
9,1,0,1,100.5,918.6,1,0,0.10940561724363161,0.009797517962116264
4,1,0,1,56.4,234.85,0,0,0.2401532893336172,0.017032148179689163
19,1,1,2,65.35,1231.85,0,1,0.053050290213905914,0.015423955838779074
8,1,0,0,19.95,170.9,0,0,0.11673493270918665,0.046811000585137506
71,1,2,1,111.25,7984.15,0,0,0.0139338564530977,0.008892618500403926
10,1,0,1,72.85,688.65,1,0,0.10578668409206418,0.014521164597400712
15,1,0,3,89.0,1288.3,0,1,0.06908328805402468,0.011643250795622138
72,1,1,2,106.1,7848.5,0,1,0.013518506721029496,0.009173727463846594
12,1,1,3,20.05,267.0,0,1,0.0750936329588015,0.0449438202247191
72,1,2,2,25.2,1798.9,0,1,0.014008560787147701,0.04002445939185057
1,1,0,1,73.55,73.55,1,0,1.0,0.013596193065941536
23,1,0,2,75.4,1643.55,0,1,0.04587630434121262,0.013994098141218703
72,0,2,2,65.55,4807.45,0,1,0.013635087208395303,0.014976754828443354
26,1,0,1,80.7,2193.0,0,0,0.03679890560875513,0.011855905152758778
21,1,1,0,104.55,2239.4,0,0,0.04668661248548718,0.009377511833526838
60,1,1,2,24.15,1505.9,0,1,0.016036921442326844,0.03984328308652633
12,1,0,0,20.45,255.35,0,0,0.08008615625611905,0.046994321519483066
16,1,0,1,75.4,1189.4,0,0,0.06339330755002523,0.013452160753321
63,1,1,3,79.7,4786.15,0,1,0.016652215246074614,0.013162980683848188
22,1,0,1,81.7,1820.9,0,0,0.04486792245592839,0.012081937503432368
32,1,0,2,76.3,2404.15,0,1,0.031736788469937396,0.013310317575858412
3,1,0,1,79.4,205.05,1,0,0.3872226286271641,0.014630577907827359
13,1,0,1,81.15,952.3,1,0,0.08521474325317653,0.013651160348629635
68,1,2,3,103.75,7039.45,0,1,0.014738367344039662,0.009659845584527201
30,1,1,1,86.45,2538.05,0,0,0.034061582711136504,0.011820098106814286
16,1,0,2,75.1,1212.85,0,1,0.06192027043739951,0.013192068268953293
33,1,2,2,80.6,2651.1,0,1,0.030402474444570178,0.01244766323412923
72,1,2,3,19.3,1304.8,0,1,0.014791538933169835,0.05518087063151441
4,1,0,1,84.6,360.1,1,0,0.23493474034990278,0.011108025548458762
12,0,1,0,33.6,435.45,0,0,0.07716155700998967,0.027557698932139166
4,1,0,1,83.25,308.05,0,0,0.2702483363090407,0.012984905047881837
0,1,2,0,80.85,2283.3004408418656,0,0,0.03540926921127828,0.0
6,1,0,1,79.05,434.5,1,0,0.1819332566168009,0.01380897583429229
65,1,1,3,108.05,7118.9,0,1,0.015177906699068676,0.009130624113275927
15,1,0,0,19.9,320.45,0,0,0.06210017163364019,0.04680917459822125
24,1,1,2,21.05,531.55,0,1,0.03960116640015051,0.04515097356786756
13,0,0,1,30.15,382.2,0,0,0.07888540031397175,0.034013605442176874
24,1,0,3,79.85,2001.0,0,1,0.03990504747626187,0.01199400299850075
72,0,2,2,65.5,4919.7,0,1,0.013313819948370836,0.014635038721873286
54,1,0,2,104.1,5645.8,0,1,0.018438485245669347,0.009564632115909171
3,1,0,2,74.4,215.8,1,1,0.3447636700648749,0.013901760889712697
4,1,0,0,20.5,77.6,0,0,0.26417525773195877,0.051546391752577324
32,1,0,0,91.35,2896.55,0,0,0.0315375187723326,0.01104762562358668
35,1,0,1,99.05,3395.8,1,0,0.029168384474939628,0.010306849637787855
35,1,2,2,20.5,759.35,0,1,0.026996773556331073,0.04609205241324817
2,1,0,0,44.95,85.15,1,0,0.5278919553728714,0.023487962419260128
8,1,0,1,75.6,535.55,0,0,0.1411632900756232,0.01493791429371674
22,1,0,0,55.1,1253.15,0,0,0.04396919762199258,0.01755575948609504
15,1,0,1,58.95,955.15,0,0,0.06171805475579752,0.015704339632518452
22,1,0,1,95.1,2162.6,0,0,0.04397484509386849,0.01017293997965412
1,1,0,3,44.7,44.7,1,1,1.0,0.022371364653243846
71,1,2,2,25.45,1813.35,0,1,0.01403479747428792,0.0391540518929054
4,1,0,1,56.75,245.15,0,0,0.23149092392412807,0.016316540893330615
25,1,0,2,81.75,2028.8,0,1,0.04029475552050473,0.012322555205047318
32,1,0,1,86.1,2723.75,0,0,0.03161083065626434,0.011748508490133088
7,0,0,2,29.8,220.45,0,1,0.13517804490814245,0.03175323202540259
17,1,1,0,20.5,365.8,0,0,0.056041552761071624,0.046473482777474026
8,1,0,2,60.9,551.95,0,1,0.11033608116677233,0.014494066491530028
56,1,2,2,73.25,4054.2,0,1,0.01806768289674905,0.01381283607123477
1,1,0,0,45.7,45.7,1,0,1.0,0.02188183807439825
8,1,0,3,100.3,832.35,1,1,0.12050219258725295,0.009611341382831741
7,1,0,1,19.25,112.3,1,0,0.1714158504007124,0.06233303650934996
3,1,0,0,20.85,60.65,0,0,0.3437757625721352,0.0494641384995878
71,1,2,3,77.35,5550.1,0,1,0.01393668582548062,0.012792562296174844
2,1,0,1,96.0,174.8,1,0,0.5491990846681922,0.011441647597254004
1,1,0,1,90.55,90.55,1,0,1.0,0.011043622308117063
49,1,0,2,93.85,4733.1,0,1,0.019828442247153025,0.01035262301662758
58,1,2,2,70.1,4048.95,0,1,0.01731313056471431,0.014324701465812125
44,0,0,1,30.35,1359.7,1,0,0.022321100242700596,0.03236007942928587
59,1,2,3,75.95,4542.35,0,1,0.016720420046892028,0.012988871399165628
71,1,2,1,108.05,7532.15,1,0,0.014345173688787398,0.009426259434557199
1,1,0,1,69.9,69.9,1,0,1.0,0.014306151645207437
11,1,0,1,75.25,888.65,0,0,0.08467900748326113,0.012378326675293986
62,1,1,1,103.75,6383.35,1,0,0.016253221270962737,0.009712768373972913
35,1,1,2,54.95,1916.0,0,1,0.028679540709812112,0.01826722338204593
20,1,0,2,19.5,413.0,0,1,0.04721549636803874,0.048426150121065374
40,1,2,0,19.6,808.95,0,0,0.024228938747759443,0.04944681377093763
39,1,1,1,47.85,1886.4,0,0,0.025365776081424936,0.020674300254452924
1,1,0,1,86.6,86.6,1,0,1.0,0.011547344110854504
72,1,2,2,23.75,1679.25,0,1,0.01414321869882388,0.042876284055381866
33,1,0,2,80.6,2656.5,1,1,0.030340673818934686,0.012422360248447204
12,1,0,2,43.8,540.95,0,1,0.08096866623532673,0.02218319622885664
1,1,0,2,19.75,19.75,0,1,1.0,0.05063291139240506
27,1,0,0,19.15,537.35,0,0,0.035637852423932255,0.05024658044105332
34,1,1,3,19.6,678.8,0,1,0.02887448438420743,0.05008839127872717
56,1,2,2,80.3,4513.65,0,1,0.01779047998847939,0.012406810452737808
58,1,2,3,24.35,1423.85,0,1,0.01710152052533624,0.04073462794535942
22,1,2,3,25.25,555.4,0,1,0.045462729564278,0.03961109110550955
10,1,2,3,26.1,225.55,0,1,0.11571713589004655,0.04433606739082243
13,1,2,3,20.0,268.45,0,1,0.07450176941702366,0.048426150121065374
35,1,0,3,85.3,2917.5,1,1,0.029237360754070265,0.011996572407883462
34,1,0,3,70.0,2416.1,1,1,0.02897231074872729,0.014072265220810398
4,1,0,1,94.3,424.45,1,0,0.22216986688655907,0.009423960419366238
72,1,2,2,20.7,1492.1,0,1,0.013873064807988741,0.04825413846256953
2,1,0,1,70.3,132.4,0,0,0.5309667673716012,0.015105740181268881
7,1,0,1,95.35,660.9,1,0,0.1442729611136329,0.010591617491299743
27,1,0,1,75.5,1893.95,1,0,0.03986377676285013,0.014255920166847066
4,1,0,0,69.55,284.9,0,0,0.24412074412074414,0.01404001404001404
37,1,2,0,19.85,784.25,0,0,0.025310806503028374,0.047178833280204016
21,1,0,0,20.0,417.7,0,0,0.04788125448886761,0.05027531721331099
53,1,1,3,95.85,5016.25,0,1,0.019107899327186643,0.010565661599800647
18,1,0,1,90.1,1612.75,1,0,0.055867307394202446,0.01116106030072857
2,1,0,1,68.95,119.75,1,0,0.5757828810020877,0.016701461377870562
32,1,0,3,99.55,3204.65,1,1,0.031064234783829747,0.009985489835083395
23,1,1,1,20.75,485.2,0,0,0.04276586974443528,0.04740313272877164
3,1,0,0,50.15,160.85,0,0,0.31178116257382654,0.018650917003419334
71,0,2,0,58.65,4145.25,0,0,0.014148724443640312,0.017128038115915806
9,1,0,2,95.9,827.45,0,1,0.1158982415855943,0.010876790138376941
1,1,0,1,49.5,49.5,0,0,1.0,0.020202020202020204
18,1,0,1,57.45,990.85,1,0,0.057980521774234246,0.018166220921431095
12,1,1,3,53.65,696.35,1,1,0.07704458964601134,0.017232713434336182
71,1,2,0,80.1,5585.4,0,0,0.014340960360941025,0.012711712679485803
64,1,1,2,24.4,1601.2,0,1,0.015238571071696226,0.03997002248313765
4,0,0,1,40.05,162.45,0,0,0.24653739612188366,0.024622960911049555
23,1,0,0,19.5,470.2,0,0,0.04147171416418546,0.04891535516801361
39,1,0,3,51.05,2066.0,0,1,0.02470958373668925,0.01887705711519845
28,1,1,0,54.35,1426.45,0,0,0.03810158084755862,0.019629149286690736
5,1,0,1,84.7,392.5,0,0,0.21579617834394904,0.012738853503184714
45,1,0,1,86.1,3861.45,0,0,0.02229732354426446,0.01165365342034728
37,1,0,0,70.35,2552.9,0,0,0.027556896078969013,0.014493321320850797
60,1,2,2,110.0,6668.35,0,1,0.016495834801712565,0.0089977280736614
8,1,0,1,100.6,819.4,1,0,0.12277276055650475,0.00976324139614352
47,1,1,3,94.9,4615.25,0,1,0.020562266399436653,0.01018363035588538
26,1,0,1,83.75,2070.6,1,0,0.04044721336810587,0.0125567468366657
3,1,0,0,88.3,273.75,1,0,0.3225570776255708,0.010958904109589041
50,1,0,2,69.75,3557.7,0,1,0.01960536301543132,0.014054023666975855
27,1,0,2,71.6,1957.1,0,1,0.036584742731592665,0.013795922538449747
8,1,0,1,92.1,729.95,1,0,0.12617302554969517,0.010959654770874717
62,1,2,2,23.65,1416.75,0,1,0.01669313569790012,0.04376213163931533
71,1,2,2,81.85,5924.4,0,1,0.013815745054351495,0.011984335966511377
66,1,2,0,25.1,1697.7,0,0,0.014784708723567179,0.03887612652412087
68,1,2,2,114.7,7849.85,0,1,0.014611744173455543,0.00866258590928489
13,0,0,1,49.15,649.4,0,0,0.075685247921158,0.020018478595626735
56,1,1,1,80.9,4557.5,0,0,0.017750959956116294,0.01228743828853538
38,1,0,1,79.45,3013.05,1,0,0.026368629793730603,0.012611805313552712
14,1,0,3,90.45,1266.1,1,1,0.07143985467182688,0.011057578390332518
16,1,1,2,19.3,360.35,0,1,0.05355903982239489,0.04440127653670043
14,1,0,1,70.2,1046.5,0,0,0.06708074534161491,0.013377926421404682
32,1,0,2,69.75,2347.9,1,1,0.02970739810043017,0.013629200562204522
8,1,1,2,54.25,447.75,0,1,0.12116136236739251,0.01786711334450028
43,1,0,2,99.3,4209.95,0,1,0.023586978467677763,0.010213898027292487
52,1,1,3,74.0,3877.65,0,1,0.01908372338916612,0.013410184003197812
3,1,0,0,50.25,152.3,0,0,0.329940906106369,0.01969796454366382
29,1,1,0,19.8,572.2,0,0,0.03460328556448794,0.050681579867179305
1,1,0,0,19.65,19.65,1,0,1.0,0.050890585241730284
12,0,0,1,43.65,526.95,1,0,0.08283518360375747,0.022772559066325075
16,0,0,3,35.5,552.7,0,1,0.06423014293468428,0.02894879681563235
40,1,1,0,80.75,3208.65,0,0,0.025166347217677215,0.012466302027332368
5,0,0,1,39.5,210.75,1,0,0.1874258600237248,0.02372479240806643
40,1,0,2,97.1,3706.95,1,1,0.026194040923130876,0.010790542089858239
36,1,1,0,19.55,620.75,0,0,0.03149416028997181,0.05799436165928312
5,1,0,1,80.0,412.5,1,0,0.19393939393939394,0.012121212121212121
10,1,0,0,84.7,832.05,1,0,0.10179676702121268,0.012018508503094766
2,1,0,2,89.55,185.55,1,1,0.48261924009700885,0.010778765831312313
23,1,0,1,90.6,1943.2,1,0,0.046624125154384514,0.011836146562371346
26,1,1,2,20.05,505.9,0,1,0.039632338406799764,0.051393556038742835
72,1,2,1,112.4,8046.85,0,0,0.013968198736151414,0.00894760061390482
34,1,0,2,50.2,1815.3,0,1,0.027653831322646396,0.0187296865531868
10,1,0,2,62.25,612.95,0,1,0.10155803899176115,0.016314544416347172
14,1,1,0,55.7,795.15,0,0,0.0700496761617305,0.017606740866503177
23,1,0,2,90.05,2169.8,1,1,0.041501520877500225,0.01060005530463637
47,1,2,0,19.65,973.1,0,0,0.020193196999280648,0.048299249820162364
24,1,0,1,89.25,2210.2,0,0,0.040380960999004616,0.010858745814858385
49,1,0,2,99.05,4853.75,1,1,0.020406901879989697,0.010095287149111511
20,1,1,0,54.0,1055.9,0,0,0.05114120655365091,0.0189411876124633
2,1,0,2,69.75,144.55,1,1,0.4825319958491871,0.013836042891732963
2,1,0,3,49.05,91.1,1,1,0.5384193194291987,0.021953896816684963
22,0,2,2,56.75,1304.85,0,1,0.04349158907154079,0.016860175499099513
7,1,0,2,98.05,713.0,1,1,0.13751753155680224,0.009817671809256662
1,1,0,0,21.1,21.1,0,0,1.0,0.04739336492890995
59,1,0,2,96.65,5580.8,0,1,0.017318305619266054,0.010571961009174312
58,1,1,3,24.5,1497.9,0,1,0.016356232058214834,0.03872087589291675
41,1,0,2,114.5,4527.45,1,1,0.02529017438072204,0.009055870302267281
59,1,2,3,79.2,4590.35,0,1,0.017253586327839923,0.012853050420991862
3,1,0,1,69.55,200.2,0,0,0.34740259740259744,0.014985014985014986
32,1,2,2,20.05,614.45,0,1,0.03263080803971031,0.05207909512572219
46,1,0,1,98.85,4564.9,0,0,0.021654362636640452,0.010076891060045128
0,1,2,0,25.75,2283.3004408418656,0,0,0.011277534720969892,0.0
2,1,0,1,80.95,171.15,1,0,0.47297692082968157,0.011685655857434998
52,1,1,3,19.6,1012.4,0,1,0.019359936783879893,0.05136309758988542
13,1,0,1,74.3,940.35,1,0,0.0790131334077737,0.013824639761790823
11,1,0,2,89.7,1047.7,1,1,0.08561611148229455,0.010499188699055072
32,1,0,2,87.65,2766.4,0,1,0.031683776749566225,0.01156737998843262
17,1,0,3,100.45,1622.45,1,1,0.061912539677648,0.010477980831458596
16,1,0,3,74.75,1129.35,0,1,0.06618851551777571,0.01416744144862089
51,1,1,2,107.45,5680.9,0,1,0.018914256543857488,0.008977450756042176
29,1,1,2,75.35,2243.9,0,1,0.03357992780426935,0.012923927091225099
70,1,2,3,64.95,4523.25,0,1,0.014359144420494114,0.015475598297684186
71,1,2,1,100.45,7159.7,0,0,0.014029917454641955,0.009916616618014722
41,1,1,2,68.5,2839.95,0,1,0.024120142960263387,0.0144368738886248
1,1,0,1,80.55,80.55,0,0,1.0,0.012414649286157667
7,1,0,2,81.25,580.1,0,1,0.14006205826581622,0.012066885019824168
25,1,1,1,90.4,2178.6,1,0,0.04149453777655376,0.011475259340861105
67,1,1,1,89.55,6038.55,0,0,0.014829719055071166,0.011095378857507183
5,1,0,0,55.7,259.4,0,0,0.21472629144178879,0.01927525057825752
15,1,0,1,24.8,324.15,0,0,0.0765077896035786,0.04627487274409996
20,1,0,1,20.0,417.65,0,0,0.04788698671136119,0.04788698671136119
3,1,0,0,56.15,168.15,1,0,0.33392804044008323,0.01784121320249777
54,1,1,1,105.2,5637.85,0,0,0.01865959541314508,0.009578119318534547
42,1,1,0,19.55,839.4,0,0,0.023290445556349775,0.05003573981415297
9,1,0,1,79.75,769.1,0,0,0.10369262774671693,0.011701989338187491
63,1,2,2,97.45,6253.0,0,1,0.015584519430673278,0.010075163921317767
69,1,2,2,24.25,1641.8,0,1,0.014770373979778293,0.0420270434888537
69,1,2,3,24.6,1678.05,0,1,0.014659873066952715,0.041119156163403954
40,1,0,0,50.15,2058.5,0,0,0.02436239980568375,0.019431624969638087
60,0,2,2,39.6,2424.5,0,1,0.016333264590637244,0.024747370591874613
4,1,0,2,94.4,387.2,1,1,0.243801652892562,0.010330578512396695
71,1,2,0,89.85,6293.45,0,0,0.01427674804757327,0.011281570521732913
37,1,0,3,78.95,2839.65,1,1,0.027802722166464178,0.01302977479618967
32,1,0,3,98.85,3145.9,0,1,0.03142185066276741,0.010171969865539273
39,1,2,3,53.85,2200.7,0,1,0.024469486981415007,0.01772163402553733
38,1,1,1,24.25,914.4,0,0,0.026520122484689414,0.0415573053368329
52,1,2,3,89.45,4577.75,0,1,0.01954016711266452,0.01135929222871498
48,1,0,3,105.25,4997.5,0,1,0.021060530265132566,0.0096048024012006
70,0,2,2,59.5,4144.8,0,1,0.014355336807566106,0.016888631538313065
20,1,0,3,70.55,1493.55,0,1,0.047236450068628436,0.01339091426467142
50,1,1,3,82.5,4179.1,0,1,0.019741092579742048,0.011964298533176999
19,0,1,3,44.85,893.55,1,1,0.0501930501930502,0.02126349952436909
25,1,1,2,61.6,1611.0,0,1,0.03823711980136561,0.015518311607697082
12,1,0,2,49.05,593.05,0,1,0.0827080347356884,0.020234381586712757
39,1,0,1,105.65,4284.8,1,0,0.024656926811053026,0.009101941747572815
7,1,0,0,74.65,544.55,1,0,0.13708566706454872,0.012854650628959692
23,1,1,0,66.25,1533.8,0,0,0.04319337592906507,0.014995436171599949
27,1,0,1,19.4,529.8,0,0,0.03661759154397886,0.05096262740656852
47,1,0,3,86.05,3865.6,0,1,0.022260451158940396,0.012158526490066225
26,1,2,3,19.15,515.75,0,1,0.037130392632089185,0.050412021328162866
14,1,0,2,64.7,941.0,1,1,0.06875664187035069,0.01487778958554729
11,1,0,2,104.05,1133.65,1,1,0.09178317822961231,0.00970317117276055
2,1,0,0,19.25,48.35,0,0,0.3981385729058945,0.04136504653567735
26,1,0,1,81.95,2070.05,0,0,0.03958841573875027,0.01256008308978044
72,1,2,2,114.65,8333.95,0,1,0.013756981983333232,0.008639360687309139
63,1,2,3,20.0,1209.25,0,1,0.016539177175935497,0.05209840810419682
71,1,2,0,19.8,1396.25,0,0,0.014180841539838854,0.050850492390331244
11,1,0,2,65.15,723.35,0,1,0.09006704914633304,0.01520702287965715
14,1,1,0,19.65,228.65,0,0,0.08593920839711348,0.06122895254756178
13,1,2,3,88.95,1161.75,0,1,0.07656552614590058,0.011190015063481816
6,1,0,0,20.2,98.35,0,0,0.2053889171326894,0.06100660904931368
11,1,0,3,75.2,775.3,0,1,0.09699471172449375,0.014188056236295628
18,1,0,3,56.8,1074.65,0,1,0.05285441771739635,0.016749639417484762
1,0,0,1,35.55,35.55,1,0,1.0,0.028129395218002815
32,1,0,2,75.5,2324.7,0,1,0.03247730890007313,0.013765217017249538
29,0,1,0,35.6,1072.6,0,0,0.033190378519485364,0.027037106097333584
3,1,0,1,60.25,170.5,0,0,0.3533724340175953,0.017595307917888565
2,1,0,1,95.15,196.9,1,0,0.48324022346368717,0.01015744032503809
13,1,0,0,96.65,1162.85,1,0,0.0831147611471815,0.011179429849077698
41,0,0,1,40.35,1677.85,0,0,0.024048633668087138,0.024436034210447898
1,1,0,1,18.85,18.85,0,0,1.0,0.05305039787798408
7,1,0,0,54.85,370.4,0,0,0.1480831533477322,0.018898488120950324
52,1,1,0,64.3,3410.6,0,0,0.01885298774409195,0.01524658417873688
45,1,2,2,24.65,1138.8,0,1,0.021645591851071302,0.03951527924130664
70,1,2,3,76.1,5264.25,0,1,0.014456000379921166,0.013297240822529326
53,1,2,0,18.7,1005.7,0,0,0.01859401411951874,0.05269961221040071
62,1,1,3,97.95,5936.55,0,1,0.01649948202238674,0.010443776267360672
60,1,0,3,94.1,5475.9,0,1,0.017184389780675324,0.010957102941982141
3,1,0,1,80.4,224.05,1,0,0.35884847132336534,0.013389868332961392
23,1,0,1,95.1,2326.05,0,0,0.040884761720513314,0.009888007566475355
1,0,0,0,31.35,31.35,1,0,1.0,0.03189792663476874
67,1,1,2,72.35,4991.5,0,1,0.01449464088951217,0.013422818791946308
12,1,0,2,89.75,1052.4,1,1,0.08528126187761306,0.011402508551881413
71,1,2,2,82.7,5831.2,0,1,0.014182329537659489,0.012175881465221567
25,1,1,3,19.9,510.8,0,1,0.03895849647611589,0.04894283476898982
5,1,0,1,53.8,283.95,0,0,0.18946997710864588,0.017608733932030288
26,1,1,3,51.55,1295.4,0,1,0.039794658020688586,0.02007102053419793
1,1,1,0,19.65,19.65,0,0,1.0,0.050890585241730284
70,0,1,3,44.05,3011.65,0,1,0.014626533627745587,0.023243072734215463
72,1,2,1,114.0,8093.15,0,0,0.014085986297053682,0.008896412398139167
60,1,1,1,94.4,5610.25,1,0,0.01682634463704826,0.01069471057439508
32,1,0,1,100.4,3217.65,0,0,0.03120289652386058,0.009945146302425684
1,1,0,1,19.85,19.85,1,0,1.0,0.05037783375314861
14,1,1,0,54.25,773.2,0,0,0.07016295913088463,0.018106570098292807
13,1,0,3,80.0,1029.35,0,1,0.07771894885121679,0.012629329188322729
6,1,0,3,109.9,669.45,1,1,0.16416461274180297,0.008962581223392337
46,1,2,0,79.2,3593.8,0,0,0.0220379542545495,0.012799821915521174
15,1,0,1,101.35,1553.95,1,0,0.06522088870298272,0.009652820232311206
43,1,0,1,94.3,3953.15,0,0,0.023854394596714013,0.0108774015658399
39,1,2,2,49.8,1971.15,0,1,0.025264439540369832,0.019785404459325775
21,1,0,2,60.05,1236.15,1,1,0.04857824697649961,0.016988229583788372
57,0,0,1,53.75,3196.0,0,0,0.016817897371714643,0.01783479349186483
53,1,1,1,93.45,4872.2,0,0,0.019180247116292435,0.01087804277328517
18,1,0,0,87.9,1500.5,0,0,0.05858047317560813,0.011996001332889037
1,1,0,1,60.15,60.15,1,0,1.0,0.01662510390689942
58,1,1,2,61.05,3478.75,0,1,0.017549407114624504,0.016672655407833272
71,1,2,2,104.05,7413.55,0,1,0.014035111383884913,0.00957705822446736
